Title;endereco;uf;telefone;contato;cnpj;horario_atendimento;Outros horarios;servicos_oferecidos;procedimentos;Atendimento;Avisos;gerente_unidade;gerente_clinica;Enfermeiro_a_Supervisor_a_;Demais_Gerencias;Unidade_Responsavel;Tipo de Item;Caminho
CliniCASSI Campina Grande;Rua Duque de Caxias, 523 – Edifício San Raphael – Prata – Campina Grande – PB – 58400-506;Paraíba;(83) 2017-0680;Fale com a CASSI | Central 0800 729 0080;33.719.485/0043-86;de 2ª a 6ª feira, das 8 às 18h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais médico e enfermeiro;
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF, Gerenciamento de Condições Crônicas – GCC e Saúde do Trabalhador).
2. Saúde do Trabalhador (a).
3. Perícia Médica.";1. Administração de oxigênio por catéter nasal / Máscara de Venturi.  2. Aplicação de compressa quente. 3. Retirada de pontos. 4. Avaliação do pé diabético. 5. Coleta para exame citopatológico cérvico-vaginal. 6. Controle/Aferição de sinais vitais e antropometria. 7. Eletrocardiografia. 8. Realização de teste de glicemia capilar. 9. Administração de medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica.;;;Flavio Almeida Vinhaes;;Semíramis Ribeiro Lima Tenório;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI João Pessoa;Av. Júlia Freire, nº 1.200, 7º andar, Expedicionário, João Pessoa (PB) – 58041-000;Paraíba;(83) 3015-2500;Fale com a CASSI | Central 0800 729 0080;33.719.485/0023-32;de 2ª a 6ª feira, das 8h às 19h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem e equipe multiprofissional (assistente social e psicólogo);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF, Gerenciamento de Condições Crônicas – GCC e Saúde do Trabalhador).
2. Especialidades que apoiam a equipe de APS: Cardiologista, Pediatra, Endocrinologista, Ginecologista e Psiquiatria.
3. Saúde do Trabalhador (a).
4. Perícia Médica.";1. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica.  2. Administração de oxigênio por catéter nasal / Máscara de Venturi.  3. Aplicação de compressa quente.  4. Cateterismo Vesical de Alívio.  5. Colocação de imobilização provisória (colar cervical e tipoia).  6. Curativo em Ferida simples.  7. Nebulização/inalação.  8. Retirada de pontos. 9. Tratamento/cuidado de queimaduras (exceto grandes queimados).  10. Avaliação do pé diabético.  11. Coleta de urina para realização de EAS / Urocultura em participantes que demandem ou façam uso de algum tipo de cateterismo vesical.  12. Coleta para exame citopatológico cérvico-vaginal.  13. Controle/Aferição sinais vitais e antropometria.  14. Eletrocardiografia.  15. Realização de teste de glicemia capilar.  16. Cateterismo Vesical de Demora (Passagem/troca, incluindo em cistotomia) / Troca de sonda de Folley.  17. Tamponamento de Epistaxe.  18. Troca de bolsa de colostomia / ileostomia.  19. Excisão de lesão e/ou sutura de ferimentos da pele, anexos e mucosas.  20.Lavagem auditiva e remoção de cerume.  21. Incisão e drenagem de abcessos.  22. Retirada de Dermatobiose Penetrans (Berne ou Miiase).  23.Retirada de Tunga Penetrans (Bicho de pé).  24. Drenagem de hematoma subungueal.;;;Flavio Almeida Vinhaes;Candice Carolline Malheiros Costa Martins;;"Gerente de Área de Regulação – Andrea Aparecida Barnabé

Gerente de Área de Negociação e Relacionamento com P​​articipantes – Jucicley Guimarães Carvalho

Gerente de Área de Atenção Integral a Saúde –Ana Rita Alves de Oliveira";;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
Unidade CASSI Paraíba;Av. Júlia Freire, nº 1200, edifício Metropolitan, 7º andar – Expedicionários, João Pessoa (PB) – CEP 58041-000;Paraíba;;Fale com a CASSI | Central 0800 729 0080;33.719.485/0023-32;de 2ª a 6ª feira, das 8h às 18h;;;;;Para atendimento relacionado aos serviços administrativos, utilize exclusivamente os canais oficiais da CASSI: Central 0800 729 0080, Fale com a CASSI, site ou app CASSI.;Flavio Almeida Vinhaes;;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Boa Viagem;Rua Ribeiro de Brito, nº 618, Boa Viagem – Recife (PE) – CEP 51.020-310;Pernambuco;(81) 3198-5100;Fale com a CASSI | Central 0800 729 0080;33.719.485/0061-68;de 2ª a 6ª feira, das 8h às 17h30;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem e equipe multiprofissional (assistente social, nutricionista e psicólogo);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Especialidades que apoiam a equipe de APS: Ginecologista.";1. Administração de medicamentos por via oral, intramuscular, endovenosa, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica. 2. Administração de oxigênio por catéter nasal / máscara de Venturi. 3. Aplicação de compressa quente/fria. 4. Avaliação do pé diabético. 5. Biópsias de colo, vagina e vulva. 6. Cateterismo vesical de alívio. 7. Cateterismo vesical de demora (passagem/troca, incluindo em cistotomia) / troca de sonda de Foley. 8. Cauterizações de lesões de colo, vagina, vulva e ânus. 9. Cirurgia da unha (cantoplastia e/ou cantotomia). 10. Coleta de urina para realização de EAS / urocultura em participantes que demandem ou façam uso de algum tipo de cateterismo vesical 11. Coleta para exame citopatológico cérvico-vaginal. 12. Colocação de imobilização provisória (colar cervical e tipoia). 13. Colposcopia. 14. Controle/aferição de sinais vitais e antropometria. 15. Curativo em ferida simples. 16. Drenagem de abscessos genitais. 17. Drenagem de hematoma subungueal. 18. Eletrocardiografia. 19. Excisão de lesão e/ou sutura de ferimentos da pele, anexos e mucosas. 20. Exérese de calosidades, cistos e lipomas. 21. Exérese de nevos. 22. Exérese de unhas. 23. Incisão e drenagem de abscessos. 24. Inserção e remoção de DIU. 25. Lavagem auditiva e remoção de cerume. 26. Nebulização/inalação. 27. Realização de teste de glicemia capilar. 28. Remoção de molusco contagioso. 29. Retirada de corpos estranhos vaginais. 30. Retirada de dermatobiose penetrante (berne ou miíase). 31. Retirada de pontos. 32. Retirada de pontos de sutura. 33. Retirada de Tunga penetrans (bicho-de-pé). 34. Retirada/remoção de corpo estranho em diferentes tecidos, mucosas e peças anatômicas. 35. Suporte básico de vida – SBV. 36. Tamponamento de epistaxe. 37. Tratamento/cuidado de queimaduras (exceto grandes queimados). 38. Troca de bolsa de colostomia/ileostomia. 39. Vulvoscopia.;;;Natalie Schindler Evangelista;Maria Solange Galdino;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Recife-Aflitos;Av. Conselheiro Rosa e Silva, nº 1460, 5º e 6º andares, Graças, Recife (PE) – CEP 52.050-020;Pernambuco;(81) 3201-8300;Fale com a CASSI | Central 0800 729 0080;33.719.485/0008-01;de 2ª a 6ª feira, das 8h às 18h para atendimento administrativo e das 7h30 às 19h30 para atendimento médico.;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem e equipe multiprofissional (assistente social, nutricionista, psicólogo e farmacêutica);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Especialidades que apoiam a equipe de APS: Cardiologista, Pediatra, Endocrinologista, Ginecologista e Psiquiatria.
3. Exame laboratorial.
4. Saúde do Trabalhador (a).
5. Perícia Médica.";"1. Administração de medicamentos por via oral, intramuscular, endovenosa, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica. 2. Administração de oxigênio por catéter nasal / máscara de Venturi. 3. Aplicação de compressa quente/fria. 4. Avaliação do pé diabético. 5. Biópsias de colo, vagina e vulva. 6. Cateterismo vesical de alívio. 7. Cateterismo vesical de demora (passagem/troca, incluindo em cistotomia) / troca de sonda de Foley. 8. Cauterizações de lesões de colo, vagina, vulva e ânus. 9. Cirurgia da unha (cantoplastia e/ou cantotomia). 10. Colocação de imobilização provisória (colar cervical e tipoia). 11. Colposcopia. 12. Controle/aferição de sinais vitais e antropometria. 13. Coleta de urina para realização de EAS (Elementos Anormais e Sedimentoscopia) / urocultura em participantes que demandem ou façam uso de algum tipo de cateterismo vesical. 14. Coleta para exame citopatológico cérvico-vaginal; 15. Curativo em ferida simples. 16. Drenagem de abscessos genitais. 17. Drenagem de hematoma subungueal. 18. Eletrocardiografia. 19. Excisão de lesão e/ou sutura de ferimentos da pele, anexos e mucosas. 20. Exérese de calosidades, cistos e lipomas. 21. Exérese de nevos. 22. Exérese de unhas. 23. Incisão e drenagem de abscessos. 24. Inserção e remoção de DIU. 25. Lavagem auditiva e remoção de cerume. 26. Nebulização/inalação. 27. Realização de teste de glicemia capilar. 28. Remoção de molusco contagioso. 29. Retirada de corpos estranhos vaginais. 30. Retirada de dermatobiose penetrante (berne ou miíase). 31. Retirada de pontos. 32. Retirada de pontos de sutura. 33. Retirada de Tunga penetrans (bicho-de-pé). 34. Retirada/remoção de corpo estranho em diferentes tecidos, mucosas e peças anatômicas. 35. Suporte básico de vida – SBV. 36. Tamponamento de epistaxe. 37. Tratamento/cuidado de queimaduras (exceto grandes queimados). 38. Troca de bolsa de colostomia/ileostomia. 39. Vulvoscopia.";;;Natalie Schindler Evangelista;Graziella de Araujo Freitas;;"Gerente de Divisão – Veronica Maria de Franca​

Gerente de Nucleo ADM – George Antonio Siqueira Dias F Barboza

Gerente de Negociação e Relacionamento com Clientes – Ticiana de Moura Barbosa

Gerente de Regulação – Maria do Socorro Carvalho Ferreira Jaques

Gerente de Atenção Integral a Saúde – Felipe Alves Safh Domingues da Silva";;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
Unidade CASSI Pernambuco;Av. Conselheiro Rosa e Silva, 1.460, Executive Trade Center – 6º andar, Aflitos – Recife (PE) – CEP 52.050-020;Pernambuco;;Fale com a CASSI | Central 0800 729 0080;33.719.485/0008-01;de 2ª a 6ª feira, das 8h às 18h;;;;;Para atendimento relacionado aos serviços administrativos, utilize exclusivamente os canais oficiais da CASSI: Central 0800 729 0080, Fale com a CASSI, site ou app CASSI.;Natalie Schindler Evangelista;;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Teresina;Av. Miguel Rosa, 3260/Centro-Sul – Teresina (PI) – CEP 64001-490;Piauí;(86) 2106-9600;Fale com a CASSI | Central 0800 729 0080;33.719.485/0007-12;de 2ª a 6ª feira, das 7h:30 às 18h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem e equipe multiprofissional (assistente social, e psicólogo);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Especialidades que apoiam a equipe de APS: Pediatra e Psiquiatria.
3. Exame laboratorial.
4. Saúde do Trabalhador (a),
5. Perícia Médica.";1. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica.  2. Administração de oxigênio por catéter nasal / Máscara de Venturi.  3. Aplicação de compressa quente e fria.  4. Cateterismo Vesical de Alívio.  5. Cateterismo Vesical de Demora (Passagem/troca, incluindo em cistotomia) / Troca de sonda de Folley.  6. Colocação de imobilização provisória (colar cervical e tipoia).  7. Curativo em Ferida simples.  8. Drenagem de Hematoma e abscessos.  9. Excisão de lesão e/ou sutura de ferimentos da pele, anexos e mucosas.  10. Lavagem auditiva e remoção de cerume.  11. Nebulização/inalação.  12. Retirada de Dermatobiose Penetrar (Berne ou Miiase).  13. Retirada de pontos. 14. Retirada de Tunga Penetrans (Bicho de pé).  15. Tamponamento de Epistaxe. .  16. Lavagem intestinal.  17. Tratamento/cuidado de queimaduras (exceto grandes queimados).  18. Troca de bolsa de colostomia / ileostomia.  19. Avaliação do pé diabético.  20. Coleta de urina para realização de EAS / Urocultura em participantes que demandem ou façam uso de algum tipo de cateterismo vesical.  21. Coleta para exame citopatológico cérvico-vaginal (Papanicolau).  22. Controle/Aferição sinais vitais e antropometria.  23. Eletrocardiografia.  24. Realização de teste de glicemia capilar.  25. Inserção e remoção de DIU.  26. Retirada/remoção de corpo estranho em diferentes tecidos, mucosas e peças anatômicas.  27. Cantoplastia (retirada de canto de unha).;;;Luis Alexandre Vieira;;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
Unidade CASSI Piauí;Av. Miguel Rosa, 3260/Centro-Sul – Teresina (PI) – CEP 64001-490;Piauí;(86) 2106-9600;Fale com a CASSI | Central 0800 729 0080;33.719.485/0007-12;de 2ª a 6ª feira, das 7h:30 às 18h;;;;;Para atendimento relacionado aos serviços administrativos, utilize exclusivamente os canais oficiais da CASSI: Central 0800 729 0080, Fale com a CASSI, site ou app CASSI.;Luis Alexandre Vieira;;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Curitiba;"Rua Mateus Leme, nº 937, Bairro: São Francisco,
Curitiba (PR) – CEP 80510-192";Paraná;(41) 3219-9500;Fale com a CASSI | Central 0800 729 0080;33.719-485/0021-70;2ª a 6ª feira, das 7h30h às 19h.;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem e equipe multiprofissional (assistente social, nutricionista, psicólogo e farmacêutica);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Especialidades que apoiam a equipe de APS: Cardiologista, Pediatra, Endocrinologista, Ginecologista e Psiquiatria.
3. Exame laboratorial.
4. Saúde do Trabalhador (a).
5. Perícia Médica.
6. Administração de imunobiológicos elegíveis para serem aplicados na CliniCASSI (consultar junto a sua equipe da CliniCASSI quais imunobiológicos elegíveis).";1. Administração de Medicamentos Imunobiológicos Subcutâneos 2. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica. 3. Administração de oxigênio por catéter nasal / Máscara de Venturi. 4. Aplicação de compressa quente. 5. Avaliação do pé diabético. 6. Cateterismo Vesical de Alívio. 7. Cateterismo Vesical de Demora (Passagem/troca, incluindo em cistotomia) / Troca de sonda de Folley. 8. Cauterização química de pequenas lesões de pele e mucosa. 9. Cirurgia da unha (cantoplastia e/ou cantotomia). 10. Coleta de urina para realização de EAS / Urocultura em participantes que demandem ou façam uso de algum tipo de cateterismo vesical. 11. Coleta para exame citopatológico cérvico-vaginal. 12. Colocação de imobilização provisória (colar cervical e tipoia). 13. Controle/Aferição sinais vitais e antropometria. 14. Curativo em Ferida simples. 15. Drenagem de hematoma subungueal. 16. Eletrocardiografia. 17. Excisão de lesão e/ou sutura de ferimentos da pele, anexos e mucosas. 18. Exérese de calosidades, cistos e lipomas. 19. Exérese de nevos. 20. Incisão e drenagem de abcessos. 21. Inserção e remoção de DIU. 22. Lavagem auditiva e remoção de cerume. 23. Nebulização/inalação. 24. Realização de teste de glicemia capilar. 25. Remoção de molusco contagioso. 26. Retirada de Dermatobiose Penetrar (Berne ou Miiase). 27. Retirada de pontos. 28. Retirada de Tunga Penetrans (Bicho de pé). 29. Retirada/remoção de corpo estranho em diferentes tecidos, mucosas e peças anatômicas. 30. Tamponamento de Epistaxe. 31. Tratamento/cuidado de queimaduras (exceto grandes queimados). 32. Troca de bolsa de colostomia / ileostomia;;;Emília Figueiredo Bezerra Braga;Diana Lau de Carvalho;;"Coordenação de Equipe Administrativa – Luciana Maria Lagos Lucas de Oliveira

Gerente de Divisão  – Priscila Pissaia Pedroso

Gerente de Área de Saúde Ocupacional – Mirtes Clavisso Fontes

Gerente de Negociação e Relacionamento com Clientes – Helena Matos de Lima

​​​Gerente de Regulação – Brunhilde Wall Dyck

​​​Gerente de Atenção Integral a Saúde – Cristiane De Lourdes Marinho Gabriel";;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Londrina​;Rua Borba Gato, nº 976, Jardim Ipiranga, Londrina (PR) – CEP: 86010-630;Paraná;(43) 2101-3300;Fale com a CASSI | Central 0800 729 0080;33.719.485/0031-42;2ª a 6ª feira, das 8h às 18h.;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico e enfermeiro);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Saúde do Trabalhador (a).";"1. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica.  2. Aplicação de compressa quente.  3. Cateterismo Vesical de Alívio.  4. Curativo em Ferida simples.  5. Drenagem de hematoma subungueal.  6. Excisão de lesão e/ou sutura de ferimentos da pele, anexos e mucosas.  7. Exérese de calosidades, cistos e lipomas.  8. Incisão e drenagem de abcessos.  9. Lavagem auditiva e remoção de cerume.  10. Nebulização/inalação. 11. Remoção de molusco contagioso.  12. Retirada de Dermatobiose Penetrar (Berne ou Miiase).  13. Retirada de pontos.  14. Retirada de Tunga Penetrans (Bicho de pé).  15. Tratamento/cuidado de queimaduras (exceto grandes queimados).  16. Avaliação do pé diabético.  17. Coleta para exame citopatológico cérvico-vaginal.  18. Controle/Aferição sinais vitais e antropometria.  19. Eletrocardiografia;Realização de teste de glicemia capilar.  20. Cirurgia da unha (cantoplastia e/ou cantotomia).  21. Cauterização química de pequenas lesões de pele e mucosa.  22. Retirada/remoção de corpo estranho em diferentes tecidos, mucosas e peças anatômicas.";;;;Simone de Andrade;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Maringá;Rua Visconde de Nácar, nº 863, Zona 4, Maringá (PR) – CEP: 87014-300​​;Paraná;(44) 3112-1520;Fale com a CASSI | Central 0800 729 0080;33.719.485/0069-15;"2ª a 6ª feira, das 8h às 18h​​,
";;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico e enfermeiro);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Atenção Domiciliar – PAD, Saúde Mental, Viva Coração, Assistência Farmacêutica – PAF e Gerenciamento de Condições Crônicas – GCC).
2. Saúde do Trabalhador (a).";1. Curativo em Ferida simples.  2. Lavagem auditiva e remoção de cerume.  3. Troca de bolsa de colostomia / ileostomia.  4. Avaliação do pé diabético.  5. Controle/Aferição sinais vitais e antropometria.  6. Eletrocardiografia.  7. Realização de teste de glicemia capilar.  8. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica.  9. Aplicação de compressa quente.  10. Colocação de imobilização provisória (colar cervical e tipoia).;;;;;Viviane Aparecida Paccini de Andrade;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Passo Fundo;Rua XV de Novembro, 885 salas 85 e 86 – Centro – Passo Fundo (RS) – CEP 99010-090;Paraná;(54) 3514-1246​​;Fale com a CASSI | Central 0800 729 0080;33.719.485/0063-20;de 2º a 6 feira, das 8 ás 18h;;Consultas, perícias, exames admissionais, exame de retorno ao trabalho, exames periódicos de saúde, acompanhamento dos participantes da política de assistência farmacêutica , acompanhamento das licenças-saúde e ações de educação e promoção da saúde.;;;;;;Liége Deni Wickert;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Pelotas;Rua Sete de Setembro, nº 160, sala 201, centro, Pelotas (RS) – CEP: 96015-300;Paraná;(53) 2310-0048;Fale com a CASSI | Central 0800 729 0080;33.719.485/0067-53;de 2ª a 6ª feira, das 8 às 18h.;;Consulta sem horário agendado das 8h às 12h, consulta agendada com​ médica e enfermeira de família das 12h às 18h, Perícia médica para autorização de procedimentos, aferição dos sinais vitais (pressão arterial, temperatura axilar, frequência cardíaca, frequência respiratória e saturação de oxigênio), exames periódicos de saúde, homologação de licença saúde e exames demissionais para funcionários do Banco do Brasil, autorização de medicamentos de uso contínuo para participantes do Plano Associados, gerenciamento de cuidados destinados a pessoas em assistência e internação domiciliar, gerenciamento de cuidados destinados a pessoas com doenças crônicas, gerenciamento de cuidados em saúde mental, gerenciamento de cuidados destinados a pessoas com deficiência, gerenciamento de cuidados destinados a pessoas na abstinência do tabagismo, ações de promoção da saúde e prevenção de doenças e agravos.;;;;;;Cargo vago;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Santa Maria;Rua Duque de Caxias, 1668 conjunto 701- Centro – Santa Maria (RS) – CEP 97015-190;Paraná;(55) 3922-1180;Fale com a CASSI | Central 0800 729 0080;33.719.485/0064-00;de 2º a 6 feira, das 8 ás 18h;;Consulta sem horário agendado das 08 às 12h, Consulta agendada com médico de família e enfermeiro, Aferição dos sinais vitais (pressão arterial, temperatura, frequência cardíaca e pulso arterial), Perícia médica para autorização de procedimentos, Exames Periódicos de Saúde, homologação de licença saúde, demissionais para funcionários do Banco do Brasil, Autorização de medicamentos de uso contínuo para participantes do plano Associados, Gerenciamento de atendimento em domicílio, Gerenciamento de doenças crônicas, Gerenciamento de cuidados em saúde mental, Gerenciamento de cuidados destinados a pessoas com deficiência, Apoio e tratamento para a cessação do tabagismo, Avaliação do pé diabético, Suporte na abstinência do tabagismo, Medição da glicose capilar, Coleta de citologia e planejamento familiar, Seguimento no cuidado pós alta hospitalar.;;;;;;Dyan Jamilles Brum Maia;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
Unidade CASSI Paraná;Rua Mateus Leme, nº 937, Bairro São Francisco, Curitiba (PR) – CEP: 80.510-192;Paraná;;Fale com a CASSI | Central 0800 729 0080;33.719-485/0021-70;;;;;;Para atendimento relacionado aos serviços administrativos, utilize exclusivamente os canais oficiais da CASSI: Central 0800 729 0080, Fale com a CASSI, site ou app CASSI.;Emília Figueiredo Bezerra Braga;;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Campos dos Goytacazes;Avenida Treze de Maio, nº 286, sala nº 401, edifício Medical Center, centro, Campos dos Goytacazes (RJ) – CEP: 28010-260;Rio de Janeiro;(22) 3513-1484;Fale com a CASSI | Central 0800 729 0080;33.719.485/0066-72;de 2ª a 6ª feira, das 8h às 18h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico e enfermeiro;
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Saúde Mental, Assistência Farmacêutica – PAF, Gerenciamento de Condições Crônicas – GCC, e Atenção Domiciliar).
2. Saúde do Trabalhador (a).
3. Demandas administrativas.";1. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica.  2. Aplicação de compressa quente.  3. Avaliação do pé diabético.  4. Controle/Aferição sinais vitais e antropometria.  5. Curativo em Ferida simples.  6. Eletrocardiografia.  7. Imobilização Provisória (colar cervical e tipoia).  8. Realização de teste de glicemia capilar.  9. Retirada de pontos.  10. Tamponamento de Epistaxe.;;;;;Mileidy Ferreira Fernandes;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
CliniCASSI Copacabana;Av. Atlântica – Copacabana, Rio de Janeiro (RJ)​ – CEP: 22021-000;Rio de Janeiro;(21) 2545-1150;Fale com a CASSI | Central 0800 729 0080;33.719.485/0004-70;de 2ª a 6ª feira, das 8h às 19h;;"1. Atenção Primária à Saúde (APS):
a. Cuidado de saúde realizado pelos profissionais: médico, enfermeiro, técnico de enfermagem e equipe multiprofissional (nutricionista, psicólogo e farmacêutica);
b. Educação em Saúde para grupos de participantes com enfoque na prevenção de doenças e promoção à saúde;
c. Programas de Saúde (Bem Viver, Plena Idade, Saúde Mental, Assistência Farmacêutica – PAF, Gerenciamento de Condições Crônicas – GCC e Atenção Domiciliar).
c. Programas de Saúde (Bem Viver, Plena Idade, Saúde Mental, Assistência Farmacêutica – PAF, Gerenciamento de Condições Crônicas – GCC, Atenção Domiciliar e Saúde Mental).
2. Especialidades que apoiam a equipe APS: psiquiatra, cardiologista, endocrinologista, pediatra, geriatra e ginecologista.3. Perícias médicas.
4. Saúde do Trabalhador (a).
5. Demandas administrativas.";1. Administração de Imunobiológico subcutâneo.  2. Administração de Medicamentos por via oral, intradérmica, nasal, ocular, otológica, parenteral, retal, subcutânea e tópica.  3. Administração de oxigênio por catéter nasal / Máscara de Venturi.  4. Aplicação de compressa quente.  5. Avaliação do pé diabético.  6. Cateterismo de alívio e Vesical de Demora (Passagem/troca, incluindo em cistotomia).  7. Cauterização química de pequenas lesões de pele e mucosa.  8. Coleta de urina para realização de EAS / Urocultura em participantes que demandem ou façam uso de algum tipo de cateterismo vesical.  9. Coleta para exame citopatológico cérvico-vaginal.  10. Controle/Aferição sinais vitais e antropometria.  11. Curativo em Ferida simples.  12. Eletrocardiografia.  13. Estesiometria.  14. Excisão de lesão e/ou sutura de ferimentos da pele, anexos e mucosas.  15. Imobilização Provisória (colar cervical e tipoia).  16. Incisão e drenagem de abcessos.  17. Lavagem auditiva e remoção de cerume.  18. Nebulização/inalação.  19. Realização de teste de glicemia capilar.  20. Retirada de pontos.  21. Retirada de Tunga Penetrans (Bicho de pé).  22. Tratamento/cuidado de queimaduras (exceto grandes queimados).  23. Troca de bolsa de colostomia / ileostomia.  24. Retirada de Dermatobiose Penetrans (Berne ou Miíase).  25. Avaliação do Risco Cirúrgico.;;;;Lara de Lima Gloria;;;;Item;sites/GEO-DivisaodeMarketingeComunicacao/Lists/Dados_localize_CASSI
